SIRUTA,F1,F2,F3
98257,0.017,0.218,-0.731
98300,-0.062,-0.186,-0.025
98337,-0.070,-0.196,0.025
98373,-0.049,0.231,-0.645
98435,-0.051,-0.162,-0.027
98505,0.120,0.358,-0.431
98603,-0.045,-0.054,0.027
98649,-0.055,-0.114,0.274
98685,-0.044,0.101,0.002
98738,-0.052,-0.126,0.011
98774,-0.067,-0.220,0.085
98827,-0.051,-0.195,-0.127
98916,-0.050,-0.114,0.022
98998,-0.060,-0.059,0.014
99058,-0.052,-0.090,-0.058
99101,-0.056,-0.161,0.102
99165,-0.035,-0.142,0.042
99209,-0.056,-0.210,-0.281
99290,-0.062,-0.188,0.005
99370,-0.065,-0.193,-0.057
99441,-0.061,-0.188,-0.012
99478,-0.037,-0.063,0.064
99539,-0.062,-0.152,-0.113
99600,-0.060,-0.156,0.049
99673,-0.050,-0.098,0.045
99780,-0.041,-0.175,-0.042
99879,-0.058,-0.073,-0.001
99922,-0.052,-0.182,-0.050
99968,-0.022,-0.038,0.075
100004,-0.035,-0.048,-0.101
100086,-0.062,-0.193,0.001
100148,-0.047,-0.126,0.016
100219,-0.091,-0.499,-0.154
100273,-0.052,-0.219,0.339
100282,-0.066,-0.220,0.026
100308,-0.058,-0.178,0.009
100317,-0.064,-0.211,0.035
100326,-0.060,-0.190,-0.010
100335,-0.084,-0.266,-0.045
100344,-0.059,-0.189,0.004
100353,0.181,0.246,1.425
100362,-0.062,-0.191,-0.007
100521,0.189,1.965,5.235
100549,-0.047,-0.163,-0.055
100576,0.221,0.863,0.743
100610,0.086,1.620,1.328
100638,-0.069,-0.182,0.049
100683,0.204,1.505,0.114
100709,-0.050,-0.162,-0.023
100736,-0.030,-0.009,-0.235
100754,-0.058,-0.205,-0.009
100781,-0.065,-0.535,-0.169
100834,0.112,-0.485,2.401
100852,-0.064,-0.195,-0.004
100870,-0.065,-0.203,-0.005
100923,-0.060,-0.188,-0.012
100969,0.089,0.574,-0.243
101001,-0.052,-0.115,0.108
101056,-0.063,-0.224,0.025
101083,-0.058,-0.113,-0.042
101145,0.551,1.568,-0.700
101163,-0.246,0.518,4.740
101190,-0.087,0.536,0.424
101243,-0.063,-0.195,0.010
101298,-0.043,-0.019,-0.940
101341,-0.051,-0.120,-0.015
101378,-0.064,-0.184,-0.054
101458,-0.078,0.016,-0.178
101519,-0.040,-0.184,-0.166
101564,-0.049,-0.142,-0.102
101617,-0.022,0.077,-0.120
101662,0.014,0.852,0.570
101724,-0.058,-0.179,-0.110
101742,0.164,0.874,0.171
101804,-0.124,-0.137,0.434
101822,-0.074,-0.204,0.026
101840,-0.205,-0.886,-0.380
101902,0.017,0.910,-0.637
101957,-0.078,0.585,-2.165
101984,-0.049,-0.102,0.059
102035,0.079,0.592,0.790
102071,-0.073,-0.258,0.443
102106,-0.051,0.028,0.406
102160,0.426,1.577,1.332
102213,0.071,0.313,0.428
102240,-0.033,-0.053,-0.282
102286,0.139,0.179,-0.441
102348,-0.062,-0.129,-0.065
102419,-0.028,-0.034,0.050
102446,-0.059,-0.068,-0.078
102473,-0.015,0.244,0.485
102525,0.002,-0.071,0.054
102543,0.405,2.414,-0.301
102570,0.289,1.368,-0.444
102605,0.010,0.925,1.928
102641,-0.079,-0.170,0.039
102703,-0.073,-0.248,-0.016
102749,0.014,0.586,0.004
102794,-0.005,0.356,-1.306
102838,-0.043,-1.290,-0.421
102909,-0.103,-0.297,0.493
102945,-0.039,0.058,-0.299
103014,-0.064,-0.181,0.009
103032,-0.022,1.601,-0.784
103087,-0.070,-0.074,-0.172
103130,-0.124,-1.263,-2.567
103194,-0.061,-0.195,0.002
103238,-0.150,-0.644,0.239
103283,-0.049,-0.138,0.017
103309,-0.050,-0.044,-0.180
103354,-0.051,-0.143,0.015
103372,-0.052,-0.167,-0.012
103407,-0.042,-0.032,0.076
103443,-0.072,-0.060,-0.310
103470,-0.126,-0.410,0.867
103513,-0.029,-0.441,-0.398
103568,-0.050,-0.123,-0.124
103639,-0.062,-0.094,0.116
103693,-0.055,-0.186,-0.020
103764,-0.075,-0.187,0.055
103862,-0.041,-0.061,-0.065
103899,-0.069,-0.145,-0.017
103960,-0.069,-0.187,0.023
103997,-0.066,-0.182,0.154
104047,-0.070,-0.217,-0.075
104083,-0.061,-0.178,-0.016
104118,-0.060,-0.150,-0.038
104136,-0.091,-0.591,0.530
104181,-0.087,-0.153,-0.001
104225,-0.044,-0.123,0.169
104243,0.009,0.238,-0.575
104270,-0.065,-0.152,-0.049
104323,-0.075,-0.214,-0.014
104341,-0.063,-0.186,-0.011
104387,-0.072,-0.343,-0.041
104421,-0.046,-0.170,-0.032
104485,-0.048,0.010,-0.205
104519,-0.059,-0.154,-0.097
104546,-0.005,-0.141,-0.265
104582,-0.034,-0.230,-0.025
104635,-0.051,-0.156,-0.061
104680,-0.058,-0.434,0.147
104715,-0.077,-0.181,-0.038
104751,-0.054,-0.086,0.012
104788,-0.066,-0.193,-0.014
104831,0.319,3.877,-0.852
104886,-0.033,0.061,-0.452
104975,-0.044,-0.055,-0.181
105026,-0.050,-0.078,-0.218
105106,-0.087,-0.316,0.067
105142,-0.056,-0.152,-0.070
105160,-0.085,-0.694,0.750
105222,-0.059,-0.148,-0.007
105259,-0.064,-0.134,-0.040
105295,-0.095,-0.426,0.484
105348,-0.065,-0.206,-0.020
105384,-0.059,-0.184,-0.028
105419,0.332,2.185,-2.191
105455,-0.057,-0.176,0.026
105534,0.032,-0.164,-0.514
105570,-0.252,-1.041,-0.316
105605,-0.084,-0.285,-0.379
105623,-0.069,0.005,-0.451
105712,-0.034,-0.104,-0.123
105776,-0.063,-0.187,-0.101
105794,-0.061,-0.198,-0.061
105829,-0.086,-0.312,-0.151
105874,-0.032,0.064,0.195
105909,-0.054,-0.175,-0.012
105936,0.027,0.181,0.149
105972,-0.079,0.096,0.253
106318,1.888,7.538,-5.464
106363,-0.009,0.328,-0.267
106407,0.043,0.965,-0.761
106461,0.076,1.443,2.781
106559,0.301,1.260,0.300
106620,-0.067,-0.117,0.246
106648,-0.038,-0.311,-0.031
106684,0.092,0.132,-0.955
106746,0.178,1.493,2.508
106782,-0.028,0.152,-0.085
106817,-0.167,-1.214,0.943
106979,-0.088,0.387,0.826
107001,-0.070,-0.208,0.031
107047,-0.059,-0.117,0.120
107083,-0.060,-0.186,0.005
107118,-0.033,-0.070,-0.028
107154,-0.047,-0.112,-0.056
107190,-0.062,-0.189,0.002
107234,-0.062,-0.194,0.001
107270,-0.049,-0.136,0.001
107314,-0.053,-0.017,0.169
107350,-0.037,-0.134,-0.133
107403,-0.052,-0.131,0.024
107430,-0.054,-0.148,-0.015
107485,-0.029,-0.126,-0.122
107519,-0.019,-0.006,-0.090
107546,-0.102,-0.401,0.475
107582,-0.062,-0.160,0.042
107662,-0.032,0.377,-0.111
107715,-0.069,-0.204,-0.028
107733,-0.090,0.014,0.101
107868,-0.118,-0.485,0.677
107920,-0.060,-0.189,-0.043
107975,-0.066,-0.185,0.121
108017,-0.065,-0.155,-0.113
108035,-0.192,1.485,-2.007
108106,0.006,0.614,0.187
108151,-0.061,-0.100,-0.076
108204,-0.059,-0.154,-0.001
108222,-0.029,0.043,-0.137
108240,-0.102,-0.274,0.159
108268,-0.056,-0.145,0.091
108348,-0.151,-0.674,0.327
108366,-0.062,-0.199,-0.000
108400,-0.060,-0.163,0.028
108455,-0.050,-0.106,-0.051
108473,-0.012,0.047,-0.278
108491,-0.081,-0.327,0.156
108552,-0.057,-0.173,0.027
108598,-0.034,-0.038,-0.038
108614,-0.052,-0.152,-0.028
108632,-0.031,-0.087,-0.045
108669,-0.064,-0.147,0.150
108696,-0.057,-0.147,-0.014
108712,-0.023,-0.248,-0.097
108794,-0.021,-0.281,-0.281
108874,-0.044,-0.142,-0.032
108892,-0.039,-0.092,-0.102
108918,-0.068,-0.245,0.127
108945,-0.059,-0.162,-0.026
108963,0.048,0.432,0.314
109005,-0.054,-0.142,-0.010
109041,-0.060,-0.157,-0.156
109096,-0.049,-0.126,0.159
109176,-0.060,-0.097,0.014
109265,0.012,0.251,0.241
109354,-0.051,-0.148,-0.027
109425,-0.059,-0.195,-0.060
109504,-0.034,0.014,-0.183
109773,0.452,3.682,3.287
109826,0.145,1.598,-0.284
109924,-0.082,-0.172,0.159
110027,-0.030,-0.121,-0.078
110063,-0.054,0.171,0.008
110116,0.034,0.507,0.217
110232,-0.062,-0.130,-0.107
110296,-0.059,-0.243,0.083
110456,-0.063,-0.207,0.030
110535,-0.059,-0.186,0.033
110571,-0.063,-0.182,-0.062
110688,-0.061,-0.194,-0.000
110740,-0.053,-0.155,0.024
110820,-0.073,-0.264,0.513
110875,-0.070,-0.171,-0.044
110946,-0.053,-0.149,0.135
111006,-0.061,-0.190,0.101
111097,-0.054,-0.158,-0.080
111220,-0.060,-0.187,0.009
111275,-0.068,-0.147,-0.017
111417,-0.060,-0.181,0.030
111444,-0.058,-0.178,-0.155
111480,-0.069,-0.228,-0.004
111550,-0.062,-0.194,0.005
111587,-0.061,-0.194,0.002
111685,-0.062,-0.186,-0.031
111783,-0.061,-0.201,-0.016
111818,-0.062,-0.191,0.008
111863,-0.070,-0.238,0.104
111916,-0.062,-0.181,-0.015
111989,-0.062,-0.185,0.007
112030,-0.060,-0.190,-0.002
112076,-0.038,-0.078,-0.334
112129,-0.059,-0.189,0.005
112245,-0.110,-0.003,0.501
112263,-0.062,-0.186,-0.004
112334,-0.057,-0.168,-0.023
112370,-0.064,-0.054,-0.158
112469,-0.176,0.007,-0.185
112548,-0.090,-0.080,0.570
112600,-0.062,-0.194,-0.010
112664,-0.062,-0.174,-0.085
112744,-0.063,-0.190,-0.011
112771,-0.062,-0.190,-0.006
112806,-0.062,-0.197,-0.004
112879,-0.069,-0.228,-0.003
112904,-0.065,-0.139,-0.099
112959,-0.061,-0.203,-0.019
112995,-0.020,0.071,-0.130
113153,-0.060,-0.195,-0.004
113206,-0.057,-0.168,-0.054
113233,-0.069,-0.243,0.002
113395,-0.061,-0.222,-0.011
113466,-0.062,-0.189,0.003
113493,-0.063,-0.198,-0.010
113518,-0.061,-0.189,0.018
113607,-0.049,-0.108,-0.065
113625,-0.062,-0.192,-0.005
113698,-0.067,-0.199,0.013
113732,-0.057,-0.172,0.061
113849,-0.058,-0.149,-0.068
113894,-0.061,-0.194,0.001
113929,-0.057,-0.197,-0.094
113974,-0.062,-0.191,-0.007
114060,-0.059,-0.166,-0.005
114079,-0.061,-0.195,0.000
114319,1.910,6.277,-1.290
114355,-0.066,0.070,-0.731
114382,0.072,0.520,-0.540
114417,0.321,1.392,-0.534
114453,0.237,0.267,-0.850
114514,-0.076,0.756,0.244
114603,0.024,0.082,-1.703
114710,0.139,0.688,-0.765
114809,0.182,-2.103,-0.509
114854,-0.155,-2.116,0.612
114925,0.520,1.918,-2.088
114970,-0.059,0.006,0.420
115076,-0.048,-0.034,-0.196
115147,-0.057,-0.097,0.113
115183,-0.093,-0.303,-0.115
115236,-0.053,-0.183,-0.055
115307,-0.072,-0.252,0.108
115389,-0.057,-0.154,-0.028
115520,-0.037,-0.005,0.070
115575,-0.062,-0.223,-0.012
115600,-0.051,-0.144,0.179
115637,-0.091,-0.350,-0.094
115708,-0.067,-0.149,0.047
115771,-0.062,-0.159,0.045
115824,-0.203,-0.887,0.532
115851,-0.087,-0.154,0.057
115897,-0.074,-0.232,-0.008
115959,-0.094,-0.608,-0.318
116046,-0.036,-0.004,0.131
116126,-0.060,-0.189,-0.002
116171,-0.062,-0.194,-0.006
116224,-0.061,-0.194,0.000
116288,-0.047,-0.066,0.141
116340,-0.083,-0.211,0.074
116395,-0.062,-0.250,-0.030
116439,-0.060,-0.183,0.009
116493,-0.071,-0.184,-0.102
116545,-0.049,0.405,-0.478
116590,0.082,0.579,-0.538
116652,-0.063,-0.055,-0.003
116723,-0.062,-0.181,0.041
116796,-0.043,-0.198,-0.121
116867,-0.035,-0.032,0.546
116938,0.046,0.287,0.351
116983,-0.053,-0.180,-0.084
117042,-0.064,-0.234,0.066
117113,-0.057,-0.125,-0.074
117177,-0.081,-0.427,0.342
117275,-0.064,-0.173,0.074
117319,-0.031,0.062,-0.164
117426,0.000,0.327,0.263
117505,-0.069,-0.254,-0.028
117550,-0.001,0.255,-0.352
117667,-0.133,-0.535,-0.153
117783,-0.073,-0.209,0.062
117827,-0.040,0.049,-0.130
117925,-0.171,-1.453,0.082
117998,-0.058,-0.176,0.009
118058,-0.056,-0.202,-0.161
118094,-0.060,-0.171,-0.014
118209,-0.064,-0.178,-0.022
118281,-0.031,-0.112,0.094
118370,-0.060,-0.179,-0.015
118469,-0.061,-0.184,-0.046
118511,-0.061,-0.194,-0.001
118575,-0.063,-0.168,-0.071
118637,-0.061,-0.202,-0.002
118691,-0.039,-0.031,0.037
118753,-0.077,-0.226,0.077
118799,-0.060,-0.153,0.033
118824,-0.059,-0.165,-0.026
118931,-0.025,0.054,0.018
118995,-0.034,-0.041,0.219
119153,-0.089,-0.405,0.342
119206,-0.055,-0.149,0.035
119242,-0.061,-0.486,-0.363
119331,-0.009,-0.005,-0.182
119386,-0.062,-0.188,0.005
119466,-0.007,-0.446,-0.346
119527,-0.060,-0.188,-0.006
119590,-0.070,-0.269,0.135
119625,-0.040,-0.108,-0.021
119661,-0.055,-0.159,0.026
119723,-0.036,-0.054,-0.287
119750,-0.060,-0.125,0.004
119803,-0.059,-0.183,0.026
119858,-0.062,-0.192,-0.004
119894,0.107,1.416,1.188
119974,-0.049,-0.099,0.009
120076,-0.056,-0.149,0.091
120138,-0.060,-0.154,0.058
120174,-0.061,-0.194,-0.000
120218,-0.101,-0.369,-0.119
120254,-0.011,-0.059,0.069
120316,-0.062,-0.200,0.041
120343,-0.061,-0.194,-0.002
120370,-0.060,-0.171,0.082
120478,-0.071,-0.248,0.041
120487,-0.172,-0.789,0.091
120496,-0.044,-0.061,-0.051
120502,-0.058,-0.173,-0.007
120511,-0.044,-0.119,-0.014
120726,1.377,5.419,-1.231
120771,0.051,0.393,-0.478
120824,-0.132,-0.602,0.095
120860,0.588,4.757,0.050
120888,-0.140,-0.624,1.117
120922,-0.030,0.037,-0.076
120968,-0.013,0.602,-1.437
121055,0.391,1.472,-2.018
121108,-0.050,-0.098,0.076
121153,-0.050,-0.189,-0.052
121242,-0.080,-0.293,-0.022
121297,-0.251,-1.087,0.670
121340,-0.225,-1.065,0.585
121386,-0.057,-0.168,0.028
121466,-0.067,-0.197,0.022
121607,-0.056,0.019,0.128
121652,0.051,0.620,-0.377
121732,-0.076,-0.250,0.707
121796,-0.058,-0.192,0.030
121876,-0.054,-0.153,-0.005
121938,-0.063,-0.190,-0.016
122025,-0.044,-0.221,-0.140
122061,-0.056,-0.137,0.018
122132,-0.057,-0.170,0.048
122187,-0.039,-0.038,-0.108
122249,-0.058,-0.136,-0.037
122285,0.041,0.349,-0.033
122347,-0.072,-0.166,0.029
122392,-0.057,-0.167,0.048
122463,-0.063,-0.204,-0.000
122551,-0.032,-0.058,-0.113
122613,-0.061,-0.194,-0.011
122668,-0.000,-0.065,-0.005
122702,-0.082,-0.098,0.339
122828,-0.106,-0.297,-0.187
122864,-0.049,-0.105,-0.040
122908,-0.052,-0.215,0.136
122953,-0.128,-0.476,-0.299
123013,-0.050,-0.146,0.026
123102,-0.025,-0.205,-0.103
123175,-0.062,-0.163,-0.056
123228,-0.061,-0.176,0.017
123255,-0.060,-0.215,-0.015
123371,-0.061,-0.198,-0.068
123424,-0.060,-0.037,0.115
123479,-0.019,0.121,-0.068
123521,0.146,1.268,-0.721
123601,0.028,-0.008,0.094
123674,-0.052,-0.204,-0.001
123709,-0.046,-0.120,0.030
123790,-0.024,0.017,-0.230
123914,-0.053,-0.099,-0.006
123969,-0.062,-0.174,0.006
124028,-0.024,0.070,0.071
124073,-0.061,-0.167,0.012
124117,-0.194,-0.557,1.829
124153,-0.039,-0.229,0.024
124206,-0.053,-0.093,-0.037
124233,-0.081,-0.033,-0.156
124331,-0.056,-0.161,-0.015
124411,-0.064,-0.190,0.022
124493,-0.052,0.006,0.058
124563,-0.034,-0.063,-0.438
124616,-0.047,-0.113,-0.062
124634,-0.025,0.035,0.212
124661,-0.068,-0.082,0.312
124723,-0.068,-0.169,0.057
124750,-0.054,-0.237,0.101
124803,-0.009,-0.162,-0.220
124849,-0.062,-0.189,0.006
124885,-0.062,-0.189,-0.013
124938,-0.081,0.012,-0.046
125016,-0.048,0.022,0.173
125061,-0.052,-0.265,-0.018
125098,-0.062,-0.212,-0.004
125105,-0.066,-0.204,0.005
125114,-0.060,-0.188,-0.010
125123,-0.070,-0.240,0.101
125132,-0.061,-0.183,-0.000
125141,-0.061,-0.202,0.010
125150,-0.001,0.102,0.663
125169,-0.041,-0.154,-0.105
125178,-0.061,-0.189,-0.011
125347,0.603,2.495,0.891
125374,-0.021,0.064,0.268
125418,0.032,0.894,0.553
125472,0.098,1.948,-1.228
125490,-0.058,-0.172,0.072
125542,0.007,0.400,0.040
125588,-0.062,-0.191,-0.008
125622,-0.035,0.189,-0.029
125659,-0.061,-0.180,0.003
125677,-0.063,-0.128,0.062
125757,-0.063,-0.219,-0.009
125846,-0.063,-0.171,-0.040
125873,-0.075,-0.025,-0.187
125962,-0.052,-0.186,-0.219
125999,-0.042,-0.012,0.032
126022,-0.052,-0.149,0.017
126077,-0.074,-0.181,0.031
126102,-0.066,-0.174,0.037
126148,-0.036,-0.146,-0.084
126166,-0.042,-0.088,0.047
126228,-0.063,-0.193,-0.047
126326,-0.064,-0.190,0.014
126380,-0.067,-0.254,0.007
126406,-0.302,-0.694,0.774
126433,-0.055,-0.093,0.261
126503,-0.062,-0.234,-0.071
126585,-0.055,-0.167,-0.001
126647,-0.019,0.093,0.025
126674,-0.064,-0.178,-0.028
126718,-0.067,-0.158,-0.004
126772,-0.062,-0.126,0.050
126825,-0.063,-0.221,-0.018
126905,-0.061,-0.185,0.005
126978,-0.061,-0.186,-0.005
127019,-0.052,-0.139,0.124
127064,-0.045,-0.041,-0.080
127126,-0.076,-0.219,-0.004
127144,-0.060,-0.136,0.067
127171,-0.025,-0.001,0.141
127224,-0.052,-0.160,-0.064
127251,-0.057,-0.255,-0.389
127288,-0.045,-0.308,-0.167
127322,-0.064,-0.201,0.064
127368,-0.050,-0.151,-0.309
127386,-0.054,-0.138,0.051
127411,-0.062,-0.198,-0.002
127493,-0.089,-0.268,0.241
127536,-0.073,-0.196,0.018
127563,-0.055,-0.037,0.045
127625,-0.061,-0.183,-0.036
127689,-0.061,-0.170,0.046
127714,-0.070,-0.216,-0.026
127750,-0.061,-0.194,0.002
127812,-0.061,-0.178,0.023
127858,-0.058,-0.179,0.057
127901,-0.089,-0.206,0.070
127938,-0.057,-0.175,-0.015
127983,-0.052,-0.175,-0.284
128052,-0.058,-0.144,-0.017
128105,-0.070,-0.533,0.757
128178,-0.068,0.057,-0.295
128221,-0.021,-0.018,0.073
128301,-0.063,-0.195,0.004
128374,-0.050,-0.135,-0.339
128436,-0.061,-0.155,-0.048
128472,-0.053,-0.159,0.028
128524,-0.075,-0.216,0.014
128560,-0.062,-0.185,0.011
128588,-0.115,-0.428,0.089
128613,-0.060,-0.171,0.026
128659,-0.062,-0.179,0.024
128711,-0.140,-0.261,-0.414
128864,-0.057,-0.174,0.005
128882,-0.060,-0.186,0.010
128962,-0.047,-0.136,-0.066
129040,-0.063,-0.194,0.006
129095,-0.053,-0.105,0.077
129111,-0.068,-0.215,0.002
129139,-0.052,-0.267,-0.399
129184,-0.057,-0.121,-0.023
129246,-0.053,0.018,0.230
129282,-0.057,-0.186,0.013
129317,-0.060,-0.191,-0.000
129380,-0.057,-0.149,-0.013
129460,-0.066,-0.184,0.013
129503,-0.060,-0.190,0.002
129567,-0.064,-0.370,0.070
129585,-0.070,-0.183,0.042
129629,-0.053,-0.144,0.011
129656,-0.056,-0.081,0.107
129718,-0.058,-0.216,-0.159
129745,-0.060,-0.186,-0.027
129763,-0.066,-0.193,0.008
129816,-0.068,-0.238,0.019
129898,-0.055,-0.245,-0.360
129914,-0.060,-0.176,-0.014
129987,-0.060,-0.169,0.004
130026,-0.066,-0.156,-0.022
130062,-0.059,-0.151,0.035
130124,-0.058,-0.164,-0.019
130231,-0.059,-0.181,0.021
130286,-0.061,-0.180,-0.003
130295,-0.037,-0.061,0.133
130302,-0.053,-0.167,-0.045
130311,-0.062,-0.187,-0.004
130320,-0.050,-0.179,-0.161
130339,-0.057,-0.170,0.017
130348,-0.062,-0.195,0.004
130357,-0.059,-0.171,0.003
130366,-0.059,-0.184,-0.001
130375,-0.057,-0.188,-0.034
130384,-0.061,-0.187,0.011
130534,3.164,8.906,1.914
130552,-0.283,-1.768,-3.230
130614,0.060,1.165,1.565
130678,0.230,1.235,-1.368
130712,0.798,2.745,3.458
130785,0.340,2.208,0.468
130847,0.119,1.315,-1.490
130892,0.160,-0.186,-0.683
130954,-0.062,-0.052,0.198
130981,0.094,0.642,1.217
131069,-0.070,0.170,-0.444
131103,0.058,0.558,0.454
131210,0.007,-0.363,0.549
131256,0.614,2.233,1.473
131274,-0.356,-1.791,1.223
131336,0.081,0.899,0.138
131407,-0.096,-0.130,-0.071
131443,0.176,-2.942,-1.292
131461,-0.070,-0.304,0.330
131540,-0.193,-2.365,4.712
131577,-0.015,-0.133,-0.156
131620,0.031,0.507,0.764
131817,0.057,-1.088,0.156
131835,-0.023,-0.106,-0.009
131899,-0.052,-0.136,-0.078
131933,-0.062,-0.068,-0.135
131988,-0.053,-0.264,-0.090
132011,-0.057,-0.152,-0.014
132075,0.503,2.433,-3.926
132137,-0.061,-0.169,0.090
132164,-0.052,-0.047,-0.075
132226,0.025,0.389,0.102
132271,-0.051,-0.118,0.080
132315,-0.037,0.189,1.485
132342,-0.016,-0.022,0.039
132379,-0.023,0.004,-0.332
132404,-0.023,-0.057,-0.290
132459,-0.049,-0.173,-0.091
132486,-0.061,-0.156,-0.040
132510,-0.099,-0.252,-0.430
132574,-0.046,0.002,-0.233
132645,-0.031,-0.030,0.025
132681,1.128,2.889,2.334
132716,-0.104,-0.082,1.139
132752,-0.075,-0.213,-0.034
132805,0.063,-0.171,-1.774
132841,-0.061,-0.158,-0.057
132896,0.024,-0.272,0.156
133018,-0.029,0.096,0.604
133090,-0.075,-0.085,0.147
133161,0.009,0.877,0.235
133214,-0.051,0.077,-0.049
133278,-0.047,-0.221,-0.047
133330,-0.164,-1.092,0.440
133394,-0.035,-0.047,-0.292
133429,-0.065,-0.179,0.000
133508,-0.057,0.055,0.009
133562,-0.058,-0.140,0.047
133615,-0.065,-0.186,0.015
133688,-0.070,-0.028,0.158
133722,-0.061,-0.139,-0.015
133795,-0.320,-1.398,-1.175
133866,-0.084,-0.407,0.110
133919,-0.055,-0.177,-0.063
133964,-0.129,-0.399,0.720
134014,-0.027,0.087,0.082
134050,-0.020,0.009,0.249
134096,-0.052,0.086,-0.686
134194,-0.003,-0.054,-0.216
134336,-0.057,-0.174,-0.042
134390,-0.039,0.158,-0.295
134443,-0.064,-0.153,-0.047
134559,-0.067,-0.125,-0.102
134648,-0.021,-0.069,-0.141
134755,-0.053,-0.121,0.052
134853,-0.042,-0.173,-0.067
134899,-0.028,-0.174,-0.084
134942,-0.020,0.009,0.250
135020,-0.006,-0.062,-0.163
135128,-0.060,-0.187,-0.001
135146,-0.059,-0.166,-0.040
135164,-0.019,0.092,0.737
135226,-0.060,-0.213,-0.026
135244,-0.027,-0.059,0.290
135315,-0.084,-0.327,-0.077
135404,-0.055,-0.150,-0.077
135431,-0.027,-0.059,-0.129
135501,-0.041,-0.048,-0.007
135547,-0.060,-0.157,-0.005
135618,-0.077,-0.241,0.227
135654,-0.060,-0.149,-0.036
135681,-0.063,-0.188,-0.055
135725,-0.059,-0.151,-0.147
135789,-0.064,-0.200,0.307
135850,-0.258,-0.247,0.942
135896,-0.033,-0.069,0.104
135949,0.043,0.114,0.531
136107,0.088,0.669,0.625
136134,0.061,0.092,-0.177
136198,-0.044,-0.398,-0.148
136241,-0.243,-1.091,2.699
136250,-0.063,-0.180,-0.014
136269,-0.067,-0.202,-0.112
136278,-0.061,-0.205,0.005
136483,1.333,7.696,-6.782
136526,0.282,1.040,-1.514
136553,-0.020,0.031,0.111
136599,0.141,1.443,0.534
136642,-0.023,0.018,-0.292
136713,-0.085,0.457,-0.714
136768,-0.065,-0.188,-0.042
136802,-0.061,-0.209,-0.007
136848,-0.054,-0.168,-0.217
136919,-0.042,-0.035,0.092
136964,-0.066,-0.170,0.013
137032,-0.064,-0.170,0.013
137069,-0.089,-0.567,-0.720
137103,-0.062,-0.189,0.037
137130,-0.068,-0.192,0.033
137185,-0.087,-0.246,0.030
137229,-0.029,0.423,-0.167
137274,-0.062,-0.192,-0.002
137292,-0.059,-0.116,-0.038
137363,-0.061,-0.193,0.001
137407,-0.031,0.238,0.432
137443,-0.065,-0.181,0.039
137504,-0.062,-0.180,-0.112
137540,-0.060,0.007,0.256
137611,-0.052,-0.078,-0.063
137675,-0.036,0.266,0.385
137728,-0.131,-1.118,0.315
137746,-0.045,0.019,-0.024
137764,-0.048,-0.087,0.024
137844,-0.058,-0.176,0.002
137899,-0.042,-0.199,-0.388
137960,-0.112,-0.273,-0.314
138039,-0.029,0.433,-0.870
138084,-0.082,-0.331,0.450
138164,-0.032,-0.014,-0.127
138208,-0.080,-0.176,0.082
138280,-0.057,0.013,-0.003
138351,-0.071,-0.021,-0.435
138431,-0.091,-0.118,-0.005
138501,-0.075,-0.264,0.096
138538,-0.062,-0.193,0.004
138574,-0.066,-0.193,-0.037
138618,-0.040,-0.133,-0.438
138663,-0.049,-0.021,0.223
138734,-0.062,-0.170,-0.017
138770,-0.060,-0.168,0.008
138805,-0.063,-0.128,-0.064
138869,-0.057,-0.160,-0.001
138921,-0.081,-0.294,-0.028
139009,-0.051,-0.174,0.014
139054,-0.051,-0.156,-0.011
139107,-0.066,-0.209,-0.046
139143,-0.069,-0.156,0.004
139170,-0.066,-0.163,0.161
139214,-0.059,-0.134,0.081
139250,-0.032,-0.010,0.187
139287,-0.046,-0.080,-0.065
139330,-0.039,0.021,-0.303
139358,-0.272,-0.976,0.607
139394,-0.020,0.044,0.070
139704,0.762,1.840,-3.519
139740,-0.119,-0.451,0.121
139811,0.048,0.452,-1.052
139884,0.074,0.511,-1.180
139937,-0.078,-0.250,0.155
139982,-0.006,0.247,-0.831
140084,-0.068,-0.260,0.064
140146,-0.038,-0.232,-0.236
140208,-0.043,-0.081,-0.042
140244,-0.071,-0.313,0.138
140280,-0.063,-0.182,-0.037
140324,-0.055,-0.110,-0.036
140379,-0.064,-0.144,-0.076
140440,-0.119,-0.453,0.164
140477,-0.060,-0.163,0.014
140501,-0.063,-0.194,-0.021
140547,-0.062,-0.232,0.111
140583,-0.057,-0.179,0.037
140627,-0.025,0.169,0.627
140672,-0.041,-0.093,-0.039
140770,-0.059,-0.179,-0.001
140823,-0.053,0.003,1.995
140869,-0.023,-0.091,-0.166
140958,-0.039,-0.073,0.052
141027,-0.060,-0.177,-0.009
141081,-0.041,-0.125,0.006
141134,-0.052,-0.074,-0.051
141232,-0.069,-0.084,0.048
141312,-0.061,-0.184,-0.010
141376,0.016,0.114,-0.182
141447,-0.005,-0.119,-0.273
141535,-0.061,-0.182,0.035
141580,-0.050,-0.125,-0.238
141722,-0.088,-0.410,0.407
141786,-0.061,-0.188,-0.004
141884,-0.062,-0.188,0.020
141946,-0.057,-0.161,0.012
142006,-0.049,-0.051,0.031
142079,-0.067,-0.744,0.622
142122,-0.063,-0.206,0.038
142177,-0.053,-0.162,0.071
142239,0.085,0.395,1.485
142284,-0.153,-0.403,0.524
142337,-0.074,-0.238,0.021
142373,-0.040,-0.018,0.014
